Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,SAMPLE_NAME,MSKC_00533,MSKC_00534,MSKC_00535,MSKC_00536,MSKC_00537,MSKC_00538,MSKC_00539,MSKC_00540,MSKC_00541,MSKC_00542,MSKC_00543,MSKC_00544,MSKC_00545,MSKC_00546,MSKC_00547
511,"cysteinylglycine",Amino Acid,"Glutathione Metabolism",35637,LC/MS Pos Early,278,2132,179.0485,19246-18-5,439498,58762,C01419,HMDB00078,1.0472,1.0617,1.1274,1.0369,0.9202,1,1.082,0.9813,1.2598,1.126,0.8209,0.7904,0.7006,0.7933,0.6297
3928,"cytidine",Nucleotide,"Pyrimidine Metabolism, Cytidine containing",514,LC/MS Pos Early,827,2124,244.0928,65-46-3,6175,5940,C00475,HMDB00089,1,0.6558,0.7694,0.9017,1.0455,0.7415,1.008,0.8904,1.0021,0.8201,1.109,1.1808,0.9891,1.1962,1.0226
3927,"cytidine 2',3'-cyclic monophosphate",Nucleotide,"Pyrimidine Metabolism, Cytidine containing",37465,LC/MS Neg,73,937,304.034,15718-51-1,417654,369711,C02354,HMDB11691,0.7092,0.6315,1,0.8189,1.0225,1.8872,1.2826,1.5726,2.6619,1.8879,0.7755,0.8006,1.2352,0.714,0.5843
2003,"cytidine 5'-diphosphocholine",Lipid,"Phospholipid Metabolism",34418,LC/MS Pos Early,1220,725,489.1146,33818-15-4,13804,21531769,C00307,HMDB01413,0.8742,1.1685,0.7429,0.9367,0.7289,1.389,1.4227,1.5591,1,1.2759,0.8459,1.0059,0.6591,1.2515,0.8327
3924,"cytidine 5'-monophosphate (5'-CMP)",Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2372,LC/MS Pos Early,282,835,324.0591,63-37-6,6131,5414497,C00055,HMDB00095,1.0743,1.0008,1.0276,1.0697,0.9921,0.7261,1.0642,0.8373,1.1194,1.0677,0.9109,1,0.6647,0.8562,0.7923
1260,"cytidine 5'-monophospho-N-acetylneuraminic acid",Carbohydrate,"Nucleotide Sugar",36831,LC/MS Polar,1223,3900,613.14,3063-71-6,448209,,C00128,HMDB01176,1.254,1.1612,1.1944,1.1338,1.3714,0.8088,1.0667,1.0149,0.8974,0.8864,0.9711,1,0.7586,0.9921,0.8291
3923,"cytidine diphosphate",Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2841,LC/MS Neg,280,580,402.0109,34393-59-4,6132,5902,C00112,HMDB01546,0.9751,0.9726,1.1257,0.9899,0.9463,1.1394,1.1883,1.158,1.344,1.3504,0.9384,0.9077,1.0046,1,0.7001
3922,"cytidine triphosphate",Nucleotide,"Pyrimidine Metabolism, Cytidine containing",2844,LC/MS Neg,281,575,481.9772,36051-68-0,6176,573,C00063,HMDB00082,0.8947,0.9489,1.1661,0.8927,1,1.2091,1.1189,1.1548,1.5054,1.1706,0.9929,0.9479,1.0763,0.9632,0.7042
2008,"cytidine-5'-diphosphoethanolamine",Lipid,"Phospholipid Metabolism",34410,LC/MS Polar,100001407,4210,445.0531,72842-05-8,123727,287,C00570,HMDB01564,0.3074,0.2879,0.2895,0.3331,0.2952,0.9268,1.0415,1.0017,1,0.9951,1.4567,1.287,1.2933,1.4013,1.1884
3929,"cytosine",Nucleotide,"Pyrimidine Metabolism, Cytidine containing",573,LC/MS Pos Early,881,2060,112.0505,71-30-7,597,577,C00380,HMDB00630,0.9531,0.7989,1.5596,0.7525,1.0765,1,0.6201,0.6201,0.6201,0.6426,1.3035,1.7247,1.412,1.1371,0.8622
1727,"deoxycarnitine",Lipid,"Carnitine Metabolism",36747,LC/MS Pos Early,100001662,2052,146.1176,6249-56-5,134,705,C01181,HMDB01161,0.8822,0.8729,0.9552,0.9887,0.9505,1.0111,1.0171,1.0788,1.1598,1.0414,1.0726,1.1752,0.8334,1,0.8998
488,"diacetylspermidine*",Amino Acid,"Polyamine Metabolism",62105,LC/MS Pos Early,100020242,2510,230.1863,,87485212,25944163,,,0.5531,0.5532,0.4858,0.4351,0.3467,1.1346,1.0597,1.1583,1.4286,1,1.2745,1.2701,0.921,0.8799,1.0646
2619,"diacylglycerol (16:1/18:2 [2], 16:0/18:3 [1])*",Lipid,"Diacylglycerol",54966,LC/MS Pos Late,100010940,2733,608.5249,,,,,,0.202,0.1967,0.1967,0.1967,0.1967,0.971,1.029,0.5747,0.7121,0.4836,1.6352,1.748,1.6886,1.5492,1.3525
1420,"dihomo-linoleate (20:2n6)",Lipid,"Long Chain Polyunsaturated Fatty Acid (n3 and n6)",17805,LC/MS Neg,1231,5730,307.2643,2091-39-6,6439848,4944228,C16525,HMDB05060,0.9557,0.455,0.359,0.4069,0.6525,1.2077,1.1563,1.706,1.2369,1.1162,1,1.4191,0.5788,0.7912,1.0367
1422,"dihomo-linolenate (20:3n3 or n6)",Lipid,"Long Chain Polyunsaturated Fatty Acid (n3 and n6)",35718,LC/MS Neg,100001739,5596,305.2486,17046-59-2,5280581,4471954,C03242,HMDB02925,0.3982,0.146,0.12,0.1235,0.189,1.1161,1.0654,1.4032,1.1825,1.0121,1,1.5322,0.5023,0.81,1.1085
1700,"dihomo-linolenoylcarnitine (C20:3n3 or 6)*",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57521,LC/MS Pos Late,100015840,1392,450.3578,,,,,,0.5591,0.4418,0.4734,0.5037,0.605,1.6179,1.8065,1.51,1.0601,1.4387,1.1588,1,1.0277,0.605,0.7433
1698,"dihomo-linoleoylcarnitine (C20:2)*",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57520,LC/MS Pos Late,100015839,1436,452.3734,,,,,,0.8724,0.8977,1,0.8396,1.0476,1.6416,1.9343,1.4977,1.2521,1.645,1.1449,0.8544,0.7977,0.5634,0.5386
3884,"dihydroorotate",Nucleotide,"Pyrimidine Metabolism, Orotate containing",601,LC/MS Polar,923,1910,157.0255,155-54-4,648,628,C00337,HMDB03349,3.0615,2.5259,2.8334,3.1863,3.404,1.02,0.9563,1,1.2569,0.9888,0.3679,0.2944,0.2899,0.5256,0.2892
1104,"dihydroxyacetone phosphate (DHAP)",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",15522,LC/MS Pos Early,309,539,171.0053,102783-56-2,668,3833110,C00111,HMDB01473,0.9821,1,1.1541,1.2496,1.0587,0.339,0.1208,0.2697,0.2582,0.147,1.2729,1.2984,1.1825,1.3723,0.904
441,"dimethylarginine (SDMA + ADMA)",Amino Acid,"Urea cycle; Arginine and Proline Metabolism",36808,LC/MS Pos Early,100001810,2850,203.1503,102783-24-4,123831,110375,C03626,HMDB01539,0.9961,0.9928,1.0732,1,0.9197,0.8451,1.0512,1.1281,1.0607,1.0275,1.0313,1.0506,0.8167,0.9034,0.8461
5,"dimethylglycine",Amino Acid,"Glycine, Serine and Threonine Metabolism",5086,LC/MS Pos Early,806,1104,104.0706,1118-68-9,673,653,C01026,HMDB00092,0.9402,0.8736,0.9583,1,1.0851,0.8731,0.9218,1.1174,1.2552,1.0651,1.0134,1.0859,0.8248,1.0001,0.7678
1427,"docosadienoate (22:2n6)",Lipid,"Long Chain Polyunsaturated Fatty Acid (n3 and n6)",32415,LC/MS Neg,100001182,6034,335.2955,7370-49-2,5282807,4445934,C16533,HMDB61714,1.3732,0.7035,0.5271,0.5568,0.8706,1.3391,1.3581,1.9461,1.4642,1.3553,0.9912,1.3348,0.566,0.7332,1
1413,"docosahexaenoate (DHA; 22:6n3)",Lipid,"Long Chain Polyunsaturated Fatty Acid (n3 and n6)",44675,LC/MS Neg,100000665,5525,327.233,6217-54-5,445580,393183,C06429,HMDB02183,0.8942,0.3656,0.3133,0.3093,0.3855,1.0736,1.1685,1.5991,1.2528,1.1188,1,1.4155,0.4949,0.685,1.0038
1707,"docosahexaenoylcarnitine (C22:6)*",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57523,LC/MS Pos Late,100015845,1349,472.3422,,,,,,0.9882,0.9237,1.0011,0.9,1,1.6374,2.1734,1.7367,1.3583,1.6149,0.874,1.0198,0.8984,0.5625,0.686
1412,"docosapentaenoate (n3 DPA; 22:5n3)",Lipid,"Long Chain Polyunsaturated Fatty Acid (n3 and n6)",32504,LC/MS Neg,100001181,5571,329.2486,2234-74-4,6441454,,C16513,HMDB06528,0.5898,0.249,0.2,0.2166,0.2708,1.2838,1.2484,1.767,1.2987,1.1771,1.0169,1.425,0.5581,0.7615,1
1426,"docosapentaenoate (n6 DPA; 22:5n6)",Lipid,"Long Chain Polyunsaturated Fatty Acid (n3 and n6)",37478,LC/MS Neg,100001580,5624.5,329.2486,25182-74-5,6441454,4945614,C16513,HMDB01976,0.5431,0.2213,0.1855,0.1945,0.2148,1,1.0518,1.3579,1.1662,1.0512,1.121,1.5481,0.5517,0.8081,1.1593
1705,"docosapentaenoylcarnitine (C22:5n3)*",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57529,LC/MS Pos Late,100015851,1387,474.3578,,,,,,0.6707,0.7645,0.9396,0.6318,0.7503,2.3978,3.1684,2.6758,1.8908,2.4091,1.2185,1,1.0582,0.7297,0.7562
1706,"docosapentaenoylcarnitine (C22:5n6)*",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Polyunsaturated)",57530,LC/MS Pos Late,100015852,1417,474.3578,,,,,,0.951,1.0482,1,0.9573,1.1318,0.8947,1.8018,1.036,0.9005,1.3008,1.0864,1.1403,0.9074,0.4461,0.6123
1414,"docosatrienoate (22:3n3)",Lipid,"Long Chain Polyunsaturated Fatty Acid (n3 and n6)",32417,LC/MS Neg,100001195,5823,333.2799,59708-86-0,5312556,4471981,C16534,HMDB02823,0.918,0.3177,0.1969,0.2681,0.4329,1.4169,1.3998,2.1626,1.3453,1.3352,1.1859,1.4625,0.5893,0.8134,1
1424,"docosatrienoate (22:3n6)*",Lipid,"Long Chain Polyunsaturated Fatty Acid (n3 and n6)",57467,LC/MS Neg,100015762,5850,333.2799,,,,,,1.0969,0.4566,0.3238,0.3326,0.5535,1.0573,1.1636,1.497,1.2265,1.0202,0.7698,1.2741,0.444,0.5925,1
2887,"eicosanoylsphingosine (d20:1)*",Lipid,"Sphingosines",57597,LC/MS Pos Late,100015870,1443,328.321,,,,,,0.8659,0.7964,0.9721,1.0878,1.0729,0.9534,1.0279,0.7873,1.0498,0.9707,1.2907,1.1039,0.7873,1.0874,0.9056
1410,"eicosapentaenoate (EPA; 20:5n3)",Lipid,"Long Chain Polyunsaturated Fatty Acid (n3 and n6)",18467,LC/MS Neg,2050,5450,301.2173,10-2005-9;10417-94-4,446284,393682,C06428,HMDB01999,0.3398,0.1747,0.1928,0.1648,0.107,0.9994,1.1124,1.3736,1.2909,1,1.2997,1.6995,0.8027,1.014,1.2093
1393,"eicosenoate (20:1)",Lipid,"Long Chain Monounsaturated Fatty Acid",33587,LC/MS Neg,100001335,5950,309.2799,,5282768,4445895,C16526,HMDB02231,1.6415,0.8094,0.6118,0.6788,1.0351,1,1.0713,1.4437,1.0915,1.0079,0.8675,1.2464,0.51,0.6449,0.9262
1692,"eicosenoylcarnitine (C20:1)*",Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",57519,LC/MS Pos Late,100015838,1484,454.3891,,,,,,0.8314,1.0047,0.9158,0.6236,1.1709,0.6236,1.3565,1,0.6236,1.1131,0.92,0.6236,0.6236,0.6236,0.6236
4485,"ergothioneine",Xenobiotics,"Food Component/Plant",37459,LC/MS Pos Early,100002154,850,230.0958,58511-63-0,3032311,2297320,C05570,HMDB03045,0.8892,0.8131,0.8628,0.7977,0.8401,0.9599,1.0687,1,1.0119,0.9245,1.2486,1.3096,1.0385,1.1542,1.0399
1397,"erucate (22:1n9)",Lipid,"Long Chain Monounsaturated Fatty Acid",1552,LC/MS Neg,1087,6355.6,337.3112,112-86-7,5281116,7924,C08316,HMDB02068,1.9392,1,0.7712,0.811,1.273,0.9587,1.0514,1.3719,1.1655,1.1279,0.7914,1.0595,0.4616,0.5819,0.7222
4487,"erythritol",Xenobiotics,"Food Component/Plant",20699,LC/MS Polar,100000846,1491,167.0561,149-32-6,222285,13835932,C00503,HMDB02994,1.1919,0.9754,1.1189,1.1144,0.9216,0.959,1.0804,0.9646,1.0218,1.0891,1.0977,1,0.8299,0.8915,0.9175
1297,"erythronate*",Carbohydrate,"Aminosugar Metabolism",42420,LC/MS Polar,100001320,2186,135.0299,88759-55-1,2781043,2061231,,HMDB00613,1.5311,1.3677,1.479,1.4312,1.5761,0.9031,1,1.0176,1.0508,0.8926,0.8795,0.8506,0.6399,0.8235,0.7283
358,"ethylmalonate",Amino Acid,"Leucine, Isoleucine and Valine Metabolism",15765,LC/MS Polar,2054,2785,131.035,601-75-2,11756,11263,,HMDB00622,1.7091,1.7176,1.6765,1.9235,2.0619,0.8833,0.9818,1.0998,1.014,1,0.8141,0.8828,0.5673,0.9042,0.8542
4002,"flavin adenine dinucleotide (FAD)",Cofactors and Vitamins,"Riboflavin Metabolism",2134,LC/MS Neg,327,2425,784.1499,146-14-5;84366-81-4,643975,559059,C00016,HMDB01248,0.9276,0.9464,1.0693,0.8441,0.8123,0.9343,1,1.0185,1.1486,1.0552,1.066,1.1341,0.8668,1.0615,0.8932
4003,"flavin mononucleotide (FMN)",Cofactors and Vitamins,"Riboflavin Metabolism",15797,LC/MS Neg,100000251,2390,455.0973,130-40-5,710,690,C00061,HMDB01520,0.6995,0.6342,1.069,0.7125,0.8565,0.9945,0.983,0.9879,1.4752,1,1.27,1.2684,1.4469,1.1669,1.0322
77,"formiminoglutamate",Amino Acid,"Histidine Metabolism",43493,LC/MS Pos Early,100002500,1880,175.0713,816-90-0,439233,388370,C00439,HMDB00854,1.0126,0.8645,1.0178,1.1873,1.2453,0.845,0.7947,0.7274,1,0.8015,1.1919,1.0684,0.9954,1.0213,0.8987
1215,"fructose",Carbohydrate,"Fructose, Mannose and Galactose Metabolism",577,LC/MS Polar,878,2065,179.0561,57-48-7,5984,5764,C00095,HMDB00660,2.8173,2.6859,3.2645,2.9503,3.0215,0.241,0.144,0.2032,0.2438,0.1832,1,0.9014,0.6222,2.2825,1.0502
1102,"fructose 1,6-diphosphate/glucose 1,6-diphosphate/myo-inositol diphosphates",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",46896,LC/MS Neg,100002180,551,338.989,,,,C00354,,1.0364,1.2273,1.4691,1.7411,1.4704,0.4668,0.329,0.3874,0.4485,0.3788,1,1.0031,0.9945,1.5105,0.628
113,"fructosyllysine",Amino Acid,"Lysine Metabolism",46227,LC/MS Pos Early,100005373,2784,309.1656,21291-40-7,123708,110281,,,0.5946,0.5842,0.5725,0.7963,0.5615,0.9609,1.1067,1,1.2514,0.9195,1.9692,2.4068,1.9806,1.7982,1.2445
1315,"fumarate",Energy,"TCA Cycle",1643,LC/MS Polar,330,3084,115.0037,100-17-8,444972,10197150,C00122,HMDB00134,1.0316,1,1.0146,1.0023,1.0324,0.8303,0.9806,0.9477,0.9782,0.8789,1.171,1.1521,0.9084,1.1462,0.9902
1241,"galactonate",Carbohydrate,"Fructose, Mannose and Galactose Metabolism",27719,LC/MS Polar,100001026,3085,195.051,299-28-5,128869,114198,C00880,HMDB00565,1,1.0151,0.7664,1.0626,1.2253,0.2262,0.2262,0.4463,0.2262,0.3087,1.0514,0.9571,0.9768,1.2755,1.2291
1232,"galactose 1-phosphate",Carbohydrate,"Fructose, Mannose and Galactose Metabolism",15706,LC/MS Polar,100000300,4552,259.0224,19046-60-7,123912,,C00446,HMDB00645,1,1.2881,1.1759,1.2592,0.9835,0.8236,0.997,0.9573,1.0139,0.8686,1.1006,1.0696,0.9527,1.1434,0.9058
55,"gamma-aminobutyrate (GABA)",Amino Acid,"Glutamate Metabolism",1416,LC/MS Pos Early,141,2048,104.0706,56-12-2,119,116,C00334,HMDB00112,1,0.9621,1.0512,1.0414,0.9923,1.1959,1.2563,1.3565,1.4405,1.2559,0.6823,0.7025,0.5571,0.6685,0.5132
572,"gamma-glutamyl-epsilon-lysine",Peptide,"Gamma-glutamyl Amino Acid",33934,LC/MS Pos Early,100001262,2725,276.1554,17105-15-6,7015685,5378717,,HMDB03869,1,0.882,0.9923,1.3056,1.2676,0.6387,0.6429,0.7254,0.7192,0.7252,1.7712,1.8489,1.4339,1.8424,1.5526
565,"gamma-glutamylglutamate",Peptide,"Gamma-glutamyl Amino Acid",36738,LC/MS Pos Early,331,1775,277.103,1116-22-9,92865,83831,C05282,HMDB11737,1.4268,1.2556,1.649,1.5412,1.7523,0.7944,1,0.9481,0.887,0.8845,1.0174,1.0705,0.7716,0.9136,0.8187
566,"gamma-glutamylglutamine",Peptide,"Gamma-glutamyl Amino Acid",2730,LC/MS Pos Early,1140,1430,276.119,10148-81-9,150914,133013,C05283,HMDB11738,1.8878,2.0781,2.2231,2.4165,2.279,0.9311,1.137,1,0.9418,1.0545,0.3222,0.3216,0.2454,0.2904,0.2666
569,"gamma-glutamylisoleucine*",Peptide,"Gamma-glutamyl Amino Acid",34456,LC/MS Pos Early,100001485,2940,261.1445,,14253342,21403145,,HMDB11170,0.933,1.0323,1.1954,1.1104,1,0.992,1.0446,1.1405,1.2836,1.1342,0.9183,0.903,0.7132,0.9246,0.7442
570,"gamma-glutamylleucine",Peptide,"Gamma-glutamyl Amino Acid",18369,LC/MS Pos Early,1268,2991,261.1445,2566-39-4,151023,133115,,HMDB11171,0.9913,0.9926,1.1541,0.9583,0.9469,1.0464,0.9211,1.0134,1.4276,1.1181,1,1.0039,0.853,1.3806,0.7769
573,"gamma-glutamylmethionine",Peptide,"Gamma-glutamyl Amino Acid",44872,LC/MS Pos Early,100001313,2640,279.1009,17663-87-5,7009567,5373147,,HMDB29155,0.964,1.036,1.3707,1.0642,0.9119,0.2889,0.2889,0.2889,0.2889,0.2889,0.2889,0.2889,0.2889,0.2889,0.2889
574,"gamma-glutamylphenylalanine",Peptide,"Gamma-glutamyl Amino Acid",33422,LC/MS Neg,100000491,1825,293.1143,7432-24-8,111299,99868,,HMDB00594,1.0935,1.089,1.2966,1,1.2694,0.9308,1.1564,0.7347,1.2465,0.9275,0.4278,0.2989,0.2989,0.3159,0.2989
579,"gamma-glutamylserine",Peptide,"Gamma-glutamyl Amino Acid",54914,LC/MS Pos Early,100009231,1351,235.0925,5875-35-4,,18691889,,,1.0928,0.9461,1.0386,1,1.383,0.7441,0.7562,0.6785,0.5673,0.757,1.0607,1.4147,0.8823,1.2786,1.0036
575,"gamma-glutamylthreonine",Peptide,"Gamma-glutamyl Amino Acid",33364,LC/MS Pos Early,100001314,1750,249.1081,5652-48-2,76078708,21403107,,HMDB29159,0.8826,0.7471,1,1.0689,0.9195,0.8095,0.859,0.8309,1.175,0.8658,1.3278,1.3305,1.0692,1.396,1.1872
577,"gamma-glutamyltyrosine",Peptide,"Gamma-glutamyl Amino Acid",2734,LC/MS Pos Early,1102,2518,311.1238,7432-23-7,94340,85142,,HMDB11741,1.0297,1,1.5234,1.484,1.3085,0.8898,0.803,0.8406,0.7536,1.3528,0.2569,0.2569,0.2569,0.2569,0.2569
578,"gamma-glutamylvaline",Peptide,"Gamma-glutamyl Amino Acid",43829,LC/MS Pos Early,100001126,2700,247.1288,2746-34-1,7015683,,,HMDB11172,0.9374,0.8199,1.063,1,0.8767,0.8611,1.0103,1.1212,1.0393,0.9875,1.2195,1.2454,0.8116,1.1911,0.9772
4050,"gamma-tocopherol/beta-tocopherol",Cofactors and Vitamins,"Tocopherol Metabolism",52473,LC/MS Pos Late,100008998,2384,416.3643,,,,,,0.2729,0.2729,0.2729,0.8467,1.0979,0.2729,0.762,0.9249,0.2729,0.5293,1.16,1.3989,1.1095,1.2816,1
4398,"gluconate",Xenobiotics,"Food Component/Plant",587,LC/MS Polar,338,2922,195.051,527-07-1,10690,10240,C00257,HMDB00625,1.1219,1.252,0.8787,0.3034,1.1704,0.1963,0.1963,0.1963,0.1963,0.1963,1,0.4585,0.8964,2.0087,1.2186
1269,"glucosamine-6-phosphate",Carbohydrate,"Aminosugar Metabolism",580,LC/MS Polar,290,4521.5,258.0384,3616-42-0,439217,8013767,C00352,HMDB01254,6.0432,4.6528,5.0789,2.9284,3.2004,0.4208,0.0239,0.4794,0.3967,0.0895,1.3455,1,0.9006,1.9431,0.9886
1095,"glucose",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",20488,LC/MS Polar,572,2342,179.0561,50-99-7,5793,71358,C00031,HMDB00122,36.7617,40.5932,25.6083,39.8864,28.7816,0.4548,0.4852,0.4879,0.4322,0.5012,1.0914,1,0.9481,1.2174,0.9294
1096,"glucose 6-phosphate",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",31260,LC/MS Polar,291,4537,259.0224,103192-55-8,5958,19952394,C00668,HMDB01401,4.2264,3.5374,3.7385,2.9532,3.2381,0.5182,0.1866,0.5187,0.47,0.2033,1.0996,1,0.7068,1.5535,0.8216
1273,"glucuronate",Carbohydrate,"Aminosugar Metabolism",15443,LC/MS Polar,100000257,3233.3,193.0354,207300-70-7,444791,58552,C00191,HMDB00127,1.0864,1,1.1215,1.2882,1.3488,0.4914,0.5398,0.5283,0.4783,0.4622,1.054,1.0819,0.8667,1.1033,0.9765
42,"glutamate",Amino Acid,"Glutamate Metabolism",57,LC/MS Pos Early,561,1500,148.0604,56-86-0,611,591,C00025,HMDB00148,0.8837,0.9453,0.9606,1.0248,0.9757,0.9404,1,1.0556,1.171,1.0094,1.0536,1.1432,0.8207,1.0924,0.8751
51,"glutamate, gamma-methyl ester",Amino Acid,"Glutamate Metabolism",33487,LC/MS Pos Early,100001103,2170,162.0761,1499-55-4;1499-55-4,68662,66546,,HMDB61715,0.8592,1.0642,0.935,1.1415,1.0334,0.7251,0.9009,0.5624,0.5432,0.5872,1.4166,1.3682,1,1.3299,1.1309
43,"glutamine",Amino Acid,"Glutamate Metabolism",53,LC/MS Pos Early,563,1291,147.0764,56-85-9,5961,5746,C00064,HMDB00641,0.9378,0.9324,1.01,1.0402,0.9901,1.5487,1.6064,1.6928,1.7997,1.5859,0.9814,1,0.8316,0.9723,0.7744
1506,"glutarate (C5-DC)",Lipid,"Fatty Acid, Dicarboxylate",396,LC/MS Polar,339,2900,131.035,110-94-1,743,3618533,C00489,HMDB00661,0.7891,0.7102,1.0079,0.7081,0.8326,0.8151,1,1.0799,0.9747,0.9156,2.3222,2.5294,1.4824,2.0245,2.0732
505,"glutathione, oxidized (GSSG)",Amino Acid,"Glutathione Metabolism",27727,LC/MS Pos Early,448,2667,613.1593,103239-24-3,65359,58835,C00127,HMDB03337,0.821,0.8267,0.9104,0.876,0.815,1.2962,1.1821,1.2016,1.5194,1.0861,1.0534,1.0087,0.8165,1,0.7397
504,"glutathione, reduced (GSH)",Amino Acid,"Glutathione Metabolism",2127,LC/MS Pos Early,496,2000,308.0911,70-18-8,124886,111188,C00051,HMDB00125,0.9752,0.9833,1.0061,1,0.9959,1.3012,1.3098,1.3506,1.4382,1.3327,0.9363,0.9526,0.8795,1.0551,0.7463
1115,"glycerate",Carbohydrate,"Glycolysis, Gluconeogenesis, and Pyruvate Metabolism",1572,LC/MS Polar,1052,2070.4,105.0193,600-19-1,752,732,C00258,HMDB00139,1.1478,0.9568,1.0856,1.1594,1.2729,1.0122,1,0.8781,0.9699,0.8063,0.9418,1.0247,0.9568,1.0192,0.7673
2572,"glycerol",Lipid,"Glycerolipid Metabolism",15122,LC/MS Neg,1254,758,91.0401,56-81-5,753,733,C00116,HMDB00131,1.0455,1.2539,1.1787,1,0.9495,0.9214,1.1652,1.1059,1.0453,0.949,1.0474,0.9247,0.7968,0.8366,0.7411
2573,"glycerol 3-phosphate",Lipid,"Glycerolipid Metabolism",43847,LC/MS Pos Early,100000258,580,173.0209,29849-82-9,754,734,C00093,HMDB00126,0.317,0.4086,0.3724,0.5652,0.4202,1.9096,0.9637,1.3184,1.9783,1.3759,1,1.071,1.1394,1.1271,0.695
2009,"glycerophosphoethanolamine",Lipid,"Phospholipid Metabolism",37455,LC/MS Polar,100001620,3075,214.0486,33049-08-0,123874,110410,C01233,HMDB00114,1.0339,1,1.0648,1.0946,1.1517,0.6211,0.7251,0.7201,0.834,0.706,1.1316,1.0676,0.8729,1.1585,0.9653
2578,"glycerophosphoglycerol",Lipid,"Glycerolipid Metabolism",48857,LC/MS Polar,100001619,2430,245.0432,,439964,388990,C03274,,1.4568,1.2657,1.3679,1.4367,1.6211,0.7986,1.0024,1,1.0238,0.8935,0.9416,0.9838,0.652,0.882,0.8768
2011,"glycerophosphoinositol*",Lipid,"Phospholipid Metabolism",47155,LC/MS Polar,100001621,3850,333.0592,16824-65-0,167572,,,,0.6151,0.6175,0.613,0.6378,0.701,0.8746,1.0556,1.1027,1,0.8911,1.3257,1.3885,1.0748,1.2772,1.0793
2005,"glycerophosphorylcholine (GPC)",Lipid,"Phospholipid Metabolism",15990,LC/MS Pos Early,100000269,672,258.1101,28319-77-9,71920,571409,C00670,HMDB00086,1.0921,1.2038,1.2561,1.3994,1.2926,0.9127,0.916,1,1.1772,0.9992,0.9458,0.9842,0.7167,1.0143,0.8404
2010,"glycerophosphoserine*",Lipid,"Phospholipid Metabolism",57404,LC/MS Pos Early,100015666,577,260.053,,3081457,2339060,,,1,0.9641,1.0181,1.0703,1.045,0.8158,0.913,0.9333,0.9952,0.9514,1.2263,1.3411,0.9525,1.2251,1.0274
1,"glycine",Amino Acid,"Glycine, Serine and Threonine Metabolism",58,LC/MS Pos Early,340,1375,76.0393,56-40-6,750,730,C00037,HMDB00123,1.0492,1.0326,1.053,1.1349,1.0858,0.8702,1,1.033,1.0622,0.9528,0.8156,0.8522,0.6139,0.7411,0.6391
3150,"glycochenodeoxycholate",Lipid,"Primary Bile Acid Metabolism",32346,LC/MS Neg,1628,5236.1,448.3068,16564-43-5,12544,,C05466,HMDB00637,1.1805,1.0536,1.2391,0.9224,0.9139,0.5859,0.7503,0.9763,0.9645,0.9833,1.3096,1.3598,1.0033,1.4611,1
2798,"glycosyl ceramide (d16:1/24:1, d18:1/22:1)*",Lipid,"Hexosylceramides (HCER)",57457,LC/MS Pos Late,100015730,3373,782.6504,,,,,,0.5163,0.636,0.6384,0.5511,0.5391,1.2075,1.3538,0.8067,1.3346,0.9809,1.5143,1.3243,1.3471,1.3225,1
2796,"glycosyl ceramide (d18:1/20:0, d16:1/22:0)*",Lipid,"Hexosylceramides (HCER)",57595,LC/MS Pos Late,100015882,3414,756.6348,,,,,,0.8455,0.7228,0.8125,0.7285,0.7922,0.9955,1.1754,1.0658,1.2024,1,1.1749,1.1394,1.0858,1.0943,0.8898
2799,"glycosyl ceramide (d18:1/23:1, d17:1/24:1)*",Lipid,"Hexosylceramides (HCER)",57448,LC/MS Pos Late,100015751,3667,796.6661,,,,,,0.4285,0.3423,0.3703,0.3408,0.3325,1.0185,1.1719,0.8972,1.1356,1.3068,1.1759,0.9529,1.0636,1.0882,1
2800,"glycosyl ceramide (d18:2/24:1, d18:1/24:2)*",Lipid,"Hexosylceramides (HCER)",57453,LC/MS Pos Late,100015745,3380,808.6661,,,,,,0.4123,0.3736,0.4027,0.4509,0.4371,1.1595,1.1292,1.0774,1.1657,1.0594,1.0182,1.0426,1,0.988,0.8731
2786,"glycosyl-N-behenoyl-sphingadienine (d18:2/22:0)*",Lipid,"Hexosylceramides (HCER)",57421,LC/MS Pos Late,100015625,3420,782.6504,,,,,,0.9183,0.7567,0.8891,0.931,1,1.034,1.0979,1.0253,1.0592,0.9874,1.0557,1.1122,1.0632,0.957,0.8733
